elapsed,1-services-batchprocess-1,elapsed,1-services-batchprocess-3,elapsed,1-services-batchprocess-5,elapsed,2-services-batchprocess-1,elapsed,2-services-batchprocess-3,elapsed,2-services-batchprocess-5,elapsed,3-services-batchprocess-1,elapsed,3-services-batchprocess-3,elapsed,3-services-batchprocess-5,elapsed,4-services-batchprocess-1,elapsed,4-services-batchprocess-3,elapsed,4-services-batchprocess-5
,,,,,,155300,14887.508771929824,159350,15096.254385964912,164959,15788.4,120725,9497.51754385965,132242,10942.350877192986,151598,12784.223214285714,108260,7535.587719298245,123412,9600.491228070176,145142,12094.631578947367
,,,,,,157327,14946.95652173913,159351,15140.35652173913,164959,15800.603448275862,120757,9561.626086956523,132242,10986.478632478636,151599,12828.457943925234,109283,7574.286956521739,125353,9600.730434782608,145142,12099.384615384613
,,,,,,158167,15004.353448275862,162518,15156.405172413793,164960,15775.982456140351,122877,9615.12931034483,134292,10951.373913043482,151599,12772.51376146789,110204,7611.862068965517,125353,9600.965517241379,145142,12120.830508474573
,,,,,,160018,15061.581196581197,162518,15172.179487179486,164960,15846.709401709402,123770,9660.854700854703,134292,10960.24137931035,153855,12782.495575221239,110411,7654.239316239316,125353,9619.555555555555,146766,12095.264462809915
,,,,,,160931,15117.915254237289,162519,15225.151260504203,171410,15837.364406779661,123802,9722.13559322034,134292,11011.355932203394,153855,12780.798245614034,111228,7690.8983050847455,127198,9622.194915254237,146766,12116.024590163932
,,,,,,162776,15173.27731092437,166013,15184.084745762711,171410,15828.18487394958,125846,9772.957983193279,138182,11003.126050420173,153855,12779.130434782608,112257,7726.050420168067,127198,9624.789915966387,146766,12136.455284552843
,,,,,,163616,15228.383333333333,166013,15277.140495867769,171410,15819.158333333333,126766,9816.958333333336,138182,10995.04166666667,153855,12777.491379310344,113277,7759.983333333334,127199,9638.45,146766,12176.327999999998
,,,,,,165437,15282.785123966942,166014,15236.416666666666,171410,15810.280991735537,126782,9875.388429752067,138182,11017.603305785127,153855,12801.273504273504,113603,7797.264462809917,129451,9633.272727272728,146767,12156.548387096773
,,,,,,166356,15336.303278688525,169278,15290.442622950819,171412,15858.733870967742,128713,9924.532786885247,139105,11032.237704918036,156819,12776.055555555555,114199,7831.565573770492,129451,9628.180327868853,150453,12077.56896551724
,,,,,,168118,15389.634146341463,169279,15303.520325203252,175712,15815.365853658537,129632,9965.666666666668,139105,11046.634146341466,163988,12745.319327731093,115224,7864.447154471544,129451,9640.626016260163,150453,12097.294117647058
,,,,,,169021,15441.274193548386,169279,15342.774193548386,175712,15867.024,129642,10021.524193548388,139105,11070.685483870971,163988,12740.658333333333,116246,7895.758064516129,130887,9641.290322580646,150453,12074.158333333331
,,,,,,170857,15492.296,172863,15352.736,175712,15875.182539682539,131610,10067.584000000003,141254,11077.152000000004,163989,12736.07438016529,116758,7930.064,130887,9641.952,150463,12121.099099099098
,,,,,,171685,15544.031746031746,172863,15362.539682539682,175712,15883.212598425196,132501,10106.611111111113,141254,11083.515873015876,163991,12747.483870967742,117220,7962.0317460317465,130888,9651.9921875,150463,12087.601769911502
,,,,,,173545,15594.03937007874,172863,15399.606299212599,175713,15806.524590163934,132536,10159.149606299214,141254,11105.905511811028,163995,12731.516393442624,118297,7992.047244094489,133139,9639.396825396825,158032,12189.456692913383
,,,,,,174446,15642.625,176039,15411.28125,,,134680,10201.976562500002,145040,11098.367187500004,166444,12729.59349593496,119217,8021.625,133139,9636.88188976378,158032,12195.874999999998
,,,,,,176298,15691.170542635658,176039,15422.782945736433,,,135471,10238.767441860467,145040,11090.945736434112,166444,12745.464,119934,8052.294573643411,133139,9667.346153846154,158032,12202.19379844961
,,,,,,177109,15739.846153846154,176039,15467.145038167939,,,135619,10288.053846153847,145041,11115.130769230773,166444,12762.7421875,120244,8083.3,134981,9652.589147286822,158032,12208.423076923074
,,,,,,179051,15786.221374045801,179520,15431.746153846154,,,137628,10328.282442748094,146273,11129.549618320614,166445,12743.47619047619,121270,8111.4503816793895,134981,9667.824427480917,158033,12182.936507936505
,,,,,,179773,15833.424242424242,179520,15475.64393939394,,,138645,10360.704545454548,146273,11143.750000000004,166448,12741.496062992126,122138,8140.348484848485,134981,9673.03007518797,159774,12214.496183206105
,,,,,,,,179520,15505.248120300752,,,138735,10406.08270676692,146273,11163.887218045116,169416,12750.059322033898,122982,8170.9473684210525,137129,9662.310606060606,159774,12220.47727272727
,,,,,,,,,,,,140694,10443.037313432838,148215,11169.276119402988,176175,12762.217054263567,123209,8203.216417910447,137129,9667.559701492537,159774,12232.164179104477
,,,,,,,,,,,,141617,10473.192592592593,148215,11174.58518518519,176175,12761.229007633588,124133,8231.192592592593,137130,9677.896296296296,159774,12237.896296296294
,,,,,,,,,,,,141819,10515.91911764706,148215,11189.343065693434,176175,12760.285714285714,125077,8259.33088235294,138463,9678.279411764706,159775,12226.360902255637
,,,,,,,,,,,,143669,10551.240875912408,151908,11168.441176470591,176176,12761.715384615385,125876,8290.248175182482,138463,9678.65693430657,161396,12243.639705882351
,,,,,,,,,,,,144585,10579.420289855072,151908,11183.188405797106,176176,12760.75,126183,8325.449275362318,138463,9686.342857142858,161396,12254.86956521739
,,,,,,,,,,,,144617,10620.942446043166,151909,11208.035971223026,178939,12757.82962962963,127102,8353.73381294964,140610,9676.072463768116,161396,12260.36690647482
,,,,,,,,,,,,146534,10654.771428571428,153135,11223.771428571432,178939,12756.639705882353,127994,8381.32142857143,140611,9673.51798561151,161396,12265.785714285712
,,,,,,,,,,,,147389,10682.063829787234,153135,11239.290780141848,178940,12759.044776119403,128943,8409.780141843972,140611,9700.45390070922,161397,12249.291970802919
,,,,,,,,,,,,147486,10721.971830985916,153135,11258.922535211272,178940,12755.459854014598,129179,8442.669014084508,142459,9701.352112676059,171043,12268.82269503546
,,,,,,,,,,,,149316,10754.958041958042,155183,11263.958041958045,178940,12754.297101449276,130073,8469.013986013986,142459,9702.237762237766,171043,12271.816901408449
,,,,,,,,,,,,150322,10780.534722222223,155183,11268.930555555558,,,130997,8494.784722222223,142459,9707.91034482759,171043,12277.67361111111
,,,,,,,,,,,,150419,10819.186206896551,155183,11289.365517241382,,,131914,8523.055172413793,144710,9697.277777777781,171044,12274.762237762236
,,,,,,,,,,,,152266,10851.006849315068,159277,11273.700680272113,,,132327,8553.760273972603,144710,9702.979452054798,171045,12280.531034482758
,,,,,,,,,,,,153189,10876.163265306122,159277,11306.550335570475,,,133041,8579.197278911564,144711,9713.612244897962,172779,12282.136986301368
,,,,,,,,,,,,153253,10916.006756756757,159278,11281.47260273973,,,134064,8603.574324324325,146070,9714.918918918922,172779,12283.721088435372
,,,,,,,,,,,,155131,10948.093959731543,160096,11287.472972972977,,,135192,8629.0,146070,9716.208053691278,172779,12286.818791946303
,,,,,,,,,,,,156053,10974.753333333332,160103,11319.873333333338,,,135705,8681.84105960265,146070,9733.079470198678,172779,12288.339999999995
,,,,,,,,,,,,156132,11013.450331125827,160103,11338.430463576164,,,136114,8654.106666666667,148194,9717.620000000003,172780,12285.277027027023
,,,,,,,,,,,,158103,11044.717105263157,162249,11342.638157894742,,,137136,8705.565789473685,148194,9749.686274509808,174415,12291.02631578947
,,,,,,,,,,,,159024,11069.78431372549,162249,11346.790849673207,,,138372,8729.627450980393,148195,9734.355263157899,174415,12292.346405228753
,,,,,,,,,,,,159027,11107.61038961039,162249,11365.519480519484,,,139331,8753.129870129871,149933,9753.525974025979,174415,12293.655844155837
,,,,,,,,,,,,160968,11162.782051282054,166547,11356.277419354841,,,139359,8776.161290322581,149933,9757.322580645166,174415,12294.948387096767
,,,,,,,,,,,,161892,11132.380645161293,166547,11347.15384615385,,,140211,8798.012820512822,149933,9773.22292993631,174416,12289.68874172185
,,,,,,,,,,,,161893,11199.280254777073,166547,11375.88607594937,,,141337,8820.898089171977,152288,9757.775641025646,,
,,,,,,,,,,,,163836,11228.841772151902,167163,11359.649681528665,,,142259,8843.493670886077,152288,9773.575949367094,,
,,,,,,,,,,,,164755,11252.276729559751,167163,11388.044025157235,,,142283,8865.735849056606,152288,9782.924528301892,,
,,,,,,,,,,,,164761,11287.518750000003,167163,11405.812500000002,,,143178,8888.431250000001,153698,9783.343750000004,,
,,,,,,,,,,,,166805,11315.354037267083,169416,11409.36645962733,,,144509,8910.049689440995,153698,9783.763975155282,,
,,,,,,,,,,,,167732,11337.209876543213,169416,11412.882716049384,,,145334,8931.104938271606,153707,9796.963190184051,,
,,,,,,,,,,,,167740,11371.22085889571,169416,11424.176829268294,,,145336,8952.263803680982,155978,9783.395061728397,,
,,,,,,,,,,,,170026,11396.487804878054,173408,11406.319018404909,,,146252,8972.591463414634,155978,9796.524390243903,,
,,,,,,,,,,,,170828,11422.812121212128,173408,11417.630303030304,,,147586,8992.066666666668,155978,9809.739393939395,,
,,,,,,,,,,,,171001,11453.92771084338,173408,11442.185628742514,,,148510,9010.903614457833,158123,9809.873493975905,,
,,,,,,,,,,,,172950,11479.772455089827,174225,11449.775147928995,,,148549,9030.874251497007,158123,9810.005988023953,,
,,,,,,,,,,,,173870,11505.30952380953,174226,11499.076023391812,,,149425,9049.053571428572,158123,9810.500000000004,,
,,,,,,,,,,,,173904,11535.988165680481,174227,11426.60843373494,,,150760,9066.023668639054,160275,9805.904761904763,,
,,,,,,,,,,,,175923,11560.25882352942,176480,11467.941176470587,,,151681,9101.181286549709,160275,9814.204678362577,,
,,,,,,,,,,,,176839,11584.883040935681,176481,11439.285714285714,,,151683,9083.129411764707,160276,9801.846153846156,,
,,,,,,,,,,,,176844,11615.633720930242,176481,11516.738372093021,,,152397,9118.511627906979,162117,9807.168604651168,,
,,,,,,,,,,,,178786,11641.416184971107,,,,,153728,9135.040462427749,162117,9806.85057471265,,
,,,,,,,,,,,,179706,11666.919540229894,,,,,154651,9151.528735632186,162118,9800.208092485555,,
,,,,,,,,,,,,179710,11697.360000000008,,,,,154663,9168.388571428573,163549,9805.23428571429,,
,,,,,,,,,,,,,,,,,,155676,9183.187500000002,163549,9803.636363636368,,
,,,,,,,,,,,,,,,,,,156878,9197.378531073447,163550,9813.627118644072,,
,,,,,,,,,,,,,,,,,,157655,9212.79775280899,165704,9811.410112359554,,
,,,,,,,,,,,,,,,,,,157715,9232.871508379889,165704,9815.572222222225,,
,,,,,,,,,,,,,,,,,,158538,9248.572222222223,165706,9809.206703910617,,
,,,,,,,,,,,,,,,,,,159772,9262.50828729282,167957,9809.419889502766,,
,,,,,,,,,,,,,,,,,,160629,9277.230769230771,167957,9803.340659340663,,
,,,,,,,,,,,,,,,,,,160896,9295.366120218581,167957,9799.14130434783,,
,,,,,,,,,,,,,,,,,,161510,9310.369565217394,169397,9797.295081967217,,
,,,,,,,,,,,,,,,,,,162680,9324.01621621622,169397,9793.189189189194,,
,,,,,,,,,,,,,,,,,,163659,9337.77419354839,169397,9799.657754010701,,
,,,,,,,,,,,,,,,,,,163853,9355.25668449198,170720,9792.881720430112,,
,,,,,,,,,,,,,,,,,,164481,9369.723404255321,170721,9799.319148936176,,
,,,,,,,,,,,,,,,,,,165706,9383.005291005293,170721,9807.768421052639,,
,,,,,,,,,,,,,,,,,,166656,9396.010526315791,173073,9797.343915343921,,
,,,,,,,,,,,,,,,,,,166765,9412.890052356022,173073,9805.76963350786,,
,,,,,,,,,,,,,,,,,,167449,9426.635416666668,173073,9811.109375000005,,
,,,,,,,,,,,,,,,,,,168574,9439.875647668396,175122,9805.777202072544,,
,,,,,,,,,,,,,,,,,,169598,9452.443298969074,175122,9800.500000000005,,
,,,,,,,,,,,,,,,,,,170523,9464.825641025644,175122,9796.102040816333,,
,,,,,,,,,,,,,,,,,,170599,9476.882653061228,176659,9794.348717948724,,
,,,,,,,,,,,,,,,,,,171544,9489.065989847719,176659,9790.040609137062,,
,,,,,,,,,,,,,,,,,,172571,9500.595959595963,176659,9795.414141414149,,
,,,,,,,,,,,,,,,,,,173493,9512.562814070356,178093,9793.552763819103,,
,,,,,,,,,,,,,,,,,,173566,9524.205000000004,178093,9804.084577114436,,
,,,,,,,,,,,,,,,,,,174516,9535.920398009954,178094,9791.710000000008,,
,,,,,,,,,,,,,,,,,,175543,9546.985148514856,,,,
,,,,,,,,,,,,,,,,,,176460,9558.47783251232,,,,
,,,,,,,,,,,,,,,,,,176556,9570.372549019614,,,,
,,,,,,,,,,,,,,,,,,177587,9582.63902439025,,,,
,,,,,,,,,,,,,,,,,,178511,9594.32038834952,,,,
,,,,,,,,,,,,,,,,,,179387,9605.980676328509,,,,
,,,,,,,,,,,,,,,,,,179502,9616.985576923083,,,,
